id,module_id,name,qualified_name,entity_type,file_path,line_start,line_end,signature,docstring,description,interestingness_score,entity_metadata,created_at,updated_at
5a4c7046-d342-4342-9713-bdd089a4990e,3b00adde-6578-4db1-906a-3fefd22260b7,test_shell_command_output_status_property,cache.repos.https___github_com_openai_openai-agents-python.tests.test_tool_metadata.test_shell_command_output_status_property,function,tests/test_tool_metadata.py,55,57,def test_shell_command_output_status_property() -> None,,,0,"{""is_async"": false, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
f6308340-7dab-412e-81ce-9a837f52c8d1,3b00adde-6578-4db1-906a-3fefd22260b7,test_tool_context_from_agent_context,cache.repos.https___github_com_openai_openai-agents-python.tests.test_tool_metadata.test_tool_context_from_agent_context,function,tests/test_tool_metadata.py,60,74,def test_tool_context_from_agent_context() -> None,,,0,"{""is_async"": false, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
493d21e0-912d-480f-b879-36a154d8c157,3b00adde-6578-4db1-906a-3fefd22260b7,create_file,cache.repos.https___github_com_openai_openai-agents-python.tests.test_tool_metadata.create_file,function,tests/test_tool_metadata.py,26,27,"def create_file(self, operation)",,,0,"{""is_async"": false, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
2e8c0f9f-5f31-44c4-81b9-3d048d666693,3b00adde-6578-4db1-906a-3fefd22260b7,update_file,cache.repos.https___github_com_openai_openai-agents-python.tests.test_tool_metadata.update_file,function,tests/test_tool_metadata.py,29,30,"def update_file(self, operation)",,,0,"{""is_async"": false, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
4e94ab3a-62db-45fc-9291-109093351056,3b00adde-6578-4db1-906a-3fefd22260b7,delete_file,cache.repos.https___github_com_openai_openai-agents-python.tests.test_tool_metadata.delete_file,function,tests/test_tool_metadata.py,32,33,"def delete_file(self, operation)",,,0,"{""is_async"": false, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
82ec1497-046c-4a2a-b4dc-e2382342891a,3b00adde-6578-4db1-906a-3fefd22260b7,test_function_tool_task_progress_deadline_detects_timer_backed_sleep,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress.test_function_tool_task_progress_deadline_detects_timer_backed_sleep,function,tests/test_asyncio_progress.py,12,33,async def test_function_tool_task_progress_deadline_detects_timer_backed_sleep() -> None,,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
9a5f615d-fd88-4a58-ba7f-459b49b62f91,3b00adde-6578-4db1-906a-3fefd22260b7,test_function_tool_task_progress_deadline_returns_none_for_external_wait,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress.test_function_tool_task_progress_deadline_returns_none_for_external_wait,function,tests/test_asyncio_progress.py,37,57,async def test_function_tool_task_progress_deadline_returns_none_for_external_wait() -> None,,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
c176ee58-bbfa-4071-8c35-0435b2985e9c,3b00adde-6578-4db1-906a-3fefd22260b7,test_function_tool_task_progress_deadline_can_follow_tracked_invoke_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress.test_function_tool_task_progress_deadline_can_follow_tracked_invoke_task,function,tests/test_asyncio_progress.py,61,91,async def test_function_tool_task_progress_deadline_can_follow_tracked_invoke_task() -> None,,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
fa8ceb66-57c8-4fd0-9b44-cc49efa22e73,3b00adde-6578-4db1-906a-3fefd22260b7,test_function_tool_task_progress_deadline_can_follow_awaited_child_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress.test_function_tool_task_progress_deadline_can_follow_awaited_child_task,function,tests/test_asyncio_progress.py,95,117,async def test_function_tool_task_progress_deadline_can_follow_awaited_child_task() -> None,,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
b6a077ed-4236-4148-ba3c-b7a4628f64ac,3b00adde-6578-4db1-906a-3fefd22260b7,test_function_tool_task_progress_deadline_can_follow_shielded_child_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress.test_function_tool_task_progress_deadline_can_follow_shielded_child_task,function,tests/test_asyncio_progress.py,121,143,async def test_function_tool_task_progress_deadline_can_follow_shielded_child_task() -> None,,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
014070b8-1a8b-42e0-95b0-1a1b60cfa97d,3b00adde-6578-4db1-906a-3fefd22260b7,test_function_tool_task_progress_deadline_can_follow_gathered_child_tasks,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress.test_function_tool_task_progress_deadline_can_follow_gathered_child_tasks,function,tests/test_asyncio_progress.py,147,168,async def test_function_tool_task_progress_deadline_can_follow_gathered_child_tasks() -> None,,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
720c493e-340b-4015-afbf-c6383fc6005d,3b00adde-6578-4db1-906a-3fefd22260b7,test_function_tool_task_progress_deadline_can_follow_timer_backed_future,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress.test_function_tool_task_progress_deadline_can_follow_timer_backed_future,function,tests/test_asyncio_progress.py,172,196,async def test_function_tool_task_progress_deadline_can_follow_timer_backed_future() -> None,,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
d89ede1d-b80a-4c5b-bc6d-cb4ca7505380,3b00adde-6578-4db1-906a-3fefd22260b7,_sleeping_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress._sleeping_task,function,tests/test_asyncio_progress.py,15,16,async def _sleeping_task() -> None,,,0,"{""is_async"": true, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
da383d6d-1f70-4c6a-adb8-0b4a82ab470e,3b00adde-6578-4db1-906a-3fefd22260b7,_blocked_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress._blocked_task,function,tests/test_asyncio_progress.py,41,42,async def _blocked_task() -> None,,,0,"{""is_async"": true, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
933290e0-215f-468e-ae41-6ca1438b94f0,3b00adde-6578-4db1-906a-3fefd22260b7,_invoke_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress._invoke_task,function,tests/test_asyncio_progress.py,65,66,async def _invoke_task() -> None,,,0,"{""is_async"": true, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
e5d78a6d-f499-4c81-90e9-6e5d3dc5f13d,3b00adde-6578-4db1-906a-3fefd22260b7,_outer_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress._outer_task,function,tests/test_asyncio_progress.py,68,70,async def _outer_task() -> None,,,0,"{""is_async"": true, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
132d6692-1304-4517-8e1d-d28d9448e2fb,3b00adde-6578-4db1-906a-3fefd22260b7,_parent_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress._parent_task,function,tests/test_asyncio_progress.py,98,100,async def _parent_task() -> None,,,0,"{""is_async"": true, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
3832f240-17be-4195-af0f-bc2e1fbb3cd1,3b00adde-6578-4db1-906a-3fefd22260b7,_shielded_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress._shielded_task,function,tests/test_asyncio_progress.py,124,126,async def _shielded_task() -> None,,,0,"{""is_async"": true, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
5f20f889-5c7e-4698-8c1f-684b105f2ad0,3b00adde-6578-4db1-906a-3fefd22260b7,_gathered_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress._gathered_task,function,tests/test_asyncio_progress.py,150,151,async def _gathered_task() -> None,,,0,"{""is_async"": true, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
50c1b952-2025-472b-a93d-5282820171b3,3b00adde-6578-4db1-906a-3fefd22260b7,_timer_backed_future_task,cache.repos.https___github_com_openai_openai-agents-python.tests.test_asyncio_progress._timer_backed_future_task,function,tests/test_asyncio_progress.py,177,178,async def _timer_backed_future_task() -> None,,,0,"{""is_async"": true, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
60c1330c-36c8-4b2f-ac56-b383c8f0513c,3b00adde-6578-4db1-906a-3fefd22260b7,test_responses_websocket_session_builds_shared_run_config,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.test_responses_websocket_session_builds_shared_run_config,function,tests/test_responses_websocket_session.py,11,17,async def test_responses_websocket_session_builds_shared_run_config(),,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
bb770292-4f10-450b-a709-7591ffe2eb75,3b00adde-6578-4db1-906a-3fefd22260b7,test_responses_websocket_session_preserves_openai_prefix_routing,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.test_responses_websocket_session_preserves_openai_prefix_routing,function,tests/test_responses_websocket_session.py,21,35,async def test_responses_websocket_session_preserves_openai_prefix_routing(monkeypatch),,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
864a1d25-81ed-446f-b203-6cfd338b0f81,3b00adde-6578-4db1-906a-3fefd22260b7,test_responses_websocket_session_can_preserve_openai_prefix_model_ids,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.test_responses_websocket_session_can_preserve_openai_prefix_model_ids,function,tests/test_responses_websocket_session.py,39,53,async def test_responses_websocket_session_can_preserve_openai_prefix_model_ids(monkeypatch),,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
3f1eaacd-7c9d-470f-bf87-8af3bdcafe1f,3b00adde-6578-4db1-906a-3fefd22260b7,test_responses_websocket_session_can_preserve_unknown_prefix_model_ids,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.test_responses_websocket_session_can_preserve_unknown_prefix_model_ids,function,tests/test_responses_websocket_session.py,57,71,async def test_responses_websocket_session_can_preserve_unknown_prefix_model_ids(monkeypatch),,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
90389707-bc09-41f3-81ee-87cbafa0b647,3b00adde-6578-4db1-906a-3fefd22260b7,test_responses_websocket_session_run_streamed_injects_run_config,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.test_responses_websocket_session_run_streamed_injects_run_config,function,tests/test_responses_websocket_session.py,75,95,async def test_responses_websocket_session_run_streamed_injects_run_config(monkeypatch),,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
7585fb7d-ac48-4899-8067-8b275dbfbfe4,3b00adde-6578-4db1-906a-3fefd22260b7,test_responses_websocket_session_run_injects_run_config,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.test_responses_websocket_session_run_injects_run_config,function,tests/test_responses_websocket_session.py,99,119,async def test_responses_websocket_session_run_injects_run_config(monkeypatch),,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
c59ff123-8ead-4fe3-898c-9fbf54ff0d5a,3b00adde-6578-4db1-906a-3fefd22260b7,test_responses_websocket_session_rejects_run_config_override,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.test_responses_websocket_session_rejects_run_config_override,function,tests/test_responses_websocket_session.py,123,128,async def test_responses_websocket_session_rejects_run_config_override(),,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
e069a482-d134-4b6e-9a6e-309f2127a65a,3b00adde-6578-4db1-906a-3fefd22260b7,test_responses_websocket_session_context_manager_closes_provider,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.test_responses_websocket_session_context_manager_closes_provider,function,tests/test_responses_websocket_session.py,132,143,async def test_responses_websocket_session_context_manager_closes_provider(monkeypatch),,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
9ea70ae8-8b7b-442a-90ff-44f25e50266f,3b00adde-6578-4db1-906a-3fefd22260b7,test_responses_websocket_session_does_not_expose_run_sync,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.test_responses_websocket_session_does_not_expose_run_sync,function,tests/test_responses_websocket_session.py,147,149,async def test_responses_websocket_session_does_not_expose_run_sync(),,,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
19c879ff-4532-40ae-8f59-22ec1372af9c,3b00adde-6578-4db1-906a-3fefd22260b7,fake_get_model,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.fake_get_model,function,tests/test_responses_websocket_session.py,25,27,def fake_get_model(model_name),,,0,"{""is_async"": false, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
9e369dec-e002-445b-bd55-29040d8aa751,3b00adde-6578-4db1-906a-3fefd22260b7,fake_run_streamed,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.fake_run_streamed,function,tests/test_responses_websocket_session.py,80,84,"def fake_run_streamed(starting_agent, input, **kwargs)",,,0,"{""is_async"": false, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
d14c8e26-a303-4ebe-86bf-070e74cec5df,3b00adde-6578-4db1-906a-3fefd22260b7,fake_run,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.fake_run,function,tests/test_responses_websocket_session.py,104,108,"async def fake_run(starting_agent, input, **kwargs)",,,0,"{""is_async"": true, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
b8ff0341-f1c9-41c3-acbf-6f32ee31eb22,3b00adde-6578-4db1-906a-3fefd22260b7,fake_aclose,cache.repos.https___github_com_openai_openai-agents-python.tests.test_responses_websocket_session.fake_aclose,function,tests/test_responses_websocket_session.py,135,136,async def fake_aclose(self),,,0,"{""is_async"": true, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
9a992a65-ff7b-4688-9e51-ebb472462870,3b00adde-6578-4db1-906a-3fefd22260b7,DummyProvider,cache.repos.https___github_com_openai_openai-agents-python.tests.test_run_config.DummyProvider,class,tests/test_run_config.py,12,23,,"A simple model provider that always returns the same model, and
records the model name it was asked to provide.",,0,"{""bases"": [""ModelProvider""], ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
be74dc97-d5d6-49b0-a977-a26c33665ea4,3b00adde-6578-4db1-906a-3fefd22260b7,__init__,cache.repos.https___github_com_openai_openai-agents-python.tests.test_run_config.DummyProvider.__init__,method,tests/test_run_config.py,16,18,"def __init__(self, model_to_return: Model | None = None) -> None",,,0,"{""class"": ""DummyProvider"", ""is_async"": false, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
2fd81a99-ef87-41b5-af84-b5a3e4111b0f,3b00adde-6578-4db1-906a-3fefd22260b7,get_model,cache.repos.https___github_com_openai_openai-agents-python.tests.test_run_config.DummyProvider.get_model,method,tests/test_run_config.py,20,23,"def get_model(self, model_name: str | None) -> Model",,,0,"{""class"": ""DummyProvider"", ""is_async"": false, ""decorators"": []}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
b145f10a-e739-463a-8dda-7dd659bc2e1d,3b00adde-6578-4db1-906a-3fefd22260b7,test_model_provider_on_run_config_is_used_for_agent_model_name,cache.repos.https___github_com_openai_openai-agents-python.tests.test_run_config.test_model_provider_on_run_config_is_used_for_agent_model_name,function,tests/test_run_config.py,27,40,async def test_model_provider_on_run_config_is_used_for_agent_model_name() -> None,"When the agent's ``model`` attribute is a string and no explicit model override is
provided in the ``RunConfig``, the ``Runner`` should resolve the model using the
``model_provider`` on the ``RunConfig``.",,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
88162048-c2a8-4700-a8b8-f4f47aa5c92b,3b00adde-6578-4db1-906a-3fefd22260b7,test_run_config_model_name_override_takes_precedence,cache.repos.https___github_com_openai_openai-agents-python.tests.test_run_config.test_run_config_model_name_override_takes_precedence,function,tests/test_run_config.py,44,56,async def test_run_config_model_name_override_takes_precedence() -> None,"When a model name string is set on the RunConfig, then that name should be looked up
using the RunConfig's model_provider, and should override any model on the agent.",,0,"{""is_async"": true, ""decorators"": [""pytest.mark.asyncio""]}",2026-03-06 01:48:14.550141+00,2026-03-06 01:48:14.550141+00
